Ticker,Event_Date,Surprise_Pct,CAR_20d,Profitable_20d
MSFT,2026-01-28 16:00:00,5.69,-0.11173959319203886,0
DECK,2026-01-29 16:00:00,20.47,0.14279173695815017,1
AAPL,2026-01-29 16:00:00,6.34,0.0728073774813438,1
APPF,2026-01-29 16:00:00,10.81,-0.18905367756983138,0
QCOM,2026-02-04 16:00:00,2.87,-0.0722424171798639,0
CROX,2026-02-12 07:00:00,19.67,-0.03224124903473724,0
WING,2026-02-18 07:00:00,19.98,-0.24007379805943507,0
CAKE,2026-02-18 16:00:00,1.47,0.004542771365455112,1
TXRH,2026-02-19 16:00:00,-14.52,-0.002543579351990899,0
SFM,2026-02-19 16:00:00,3.84,0.2910804746301068,1
FND,2026-02-19 16:00:00,4.5,-0.2478685598406395,0
CHDN,2026-02-25 16:00:00,-5.45,0.03184748380029867,1
DUOL,2026-02-27 06:00:00,-5.22,-0.07477162825188155,0
ONON,2026-03-03 05:00:00,17.81,-0.23190545846653143,0
OLLI,2026-03-12 07:00:00,-1.11,-0.1781924985970479,0
FIVE,2026-03-18 16:00:00,7.63,0.03594813386327267,1
RH,2026-03-31 16:00:00,-30.58,-0.0379834674829429,0
CHDN,2026-04-22 16:00:00,20.43,-0.12208059956084416,0
TSLA,2026-04-22 16:00:00,17.15,0.011471600222676792,1
APPF,2026-04-23 16:00:00,9.18,0.010907300090254979,1
LII,2026-04-29 06:00:00,5.28,-0.03082377074077003,0
WING,2026-04-29 07:00:00,15.09,-0.23001127274755107,0
QCOM,2026-04-29 16:00:00,3.34,0.6049726083988064,1
MSFT,2026-04-29 16:00:00,4.9,-0.01566334548378079,0
META,2026-04-29 16:00:00,56.79,-0.12079384728762954,0
CAKE,2026-04-29 16:00:00,3.49,-0.006738198071404078,0
SFM,2026-04-29 16:00:00,2.09,0.0532672897546308,1
CROX,2026-04-30 07:00:00,7.2,0.0733730346877941,1
FND,2026-04-30 16:00:00,-10.65,-0.062129670263013304,0
AAPL,2026-04-30 16:00:00,3.46,0.04762457391435837,1
DUOL,2026-05-05 06:00:00,-10.79,-0.019830098969481624,0
TXRH,2026-05-07 16:00:00,3.97,0.02908285218883999,1
ONON,2026-05-12 05:00:00,38.01,0.11284984107286955,1
DECK,2026-05-21 16:00:00,15.61,0.11142020392680874,1
OLLI,2026-06-03 07:00:00,4.63,-0.11695276564256596,0
FIVE,2026-06-03 16:00:00,24.26,-0.19039032168655345,0
RH,2026-06-11 16:00:00,4.88,0.156545133156184,1
